/home/ymax29os/GANs/ams_project-2/transformer_GAN/transformer_model.py:94: FutureWarning: `torch.cuda.amp.GradScaler(args...)` is deprecated. Please use `torch.amp.GradScaler('cuda', args...)` instead.
  scaler = GradScaler()
/home/ymax29os/.local/lib/python3.9/site-packages/torch/amp/grad_scaler.py:132: UserWarning: torch.cuda.amp.GradScaler is enabled, but CUDA is not available.  Disabling.
  warnings.warn(
/home/ymax29os/GANs/ams_project-2/transformer_GAN/transformer_model.py:133: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with autocast():
/home/ymax29os/.local/lib/python3.9/site-packages/torch/amp/autocast_mode.py:265: UserWarning: User provided device_type of 'cuda', but CUDA is not available. Disabling
  warnings.warn(
/home/ymax29os/GANs/ams_project-2/transformer_GAN/transformer_model.py:158: FutureWarning: `torch.cuda.amp.autocast(args...)` is deprecated. Please use `torch.amp.autocast('cuda', args...)` instead.
  with autocast():
/home/ymax29os/.local/lib/python3.9/site-packages/torch/optim/lr_scheduler.py:216: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
  warnings.warn(
Epoch [1/500] 	 Discriminator Loss: 0.0021 	 Generator Loss: 0.5169
Epoch [106/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5716
Epoch [107/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5745
Epoch [108/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5846
Epoch [109/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5900
Epoch [110/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5919
Epoch [111/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.5998
Epoch [112/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6038
Epoch [113/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6101
Epoch [114/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6168
Epoch [115/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6212
Epoch [116/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6275
Epoch [117/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6305
Epoch [118/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6316
Epoch [119/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6408
Epoch [120/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6474
Epoch [121/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6487
Epoch [122/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6547
Epoch [123/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6662
Epoch [124/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6635
Epoch [125/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6727
Epoch [126/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6752
Epoch [127/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6856
Epoch [128/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6897
Epoch [129/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6952
Epoch [130/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.6981
Epoch [131/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7057
Epoch [132/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7113
Epoch [133/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7134
Epoch [134/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7225
Epoch [135/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7261
Epoch [136/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7314
Epoch [137/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7390
Epoch [138/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7451
Epoch [139/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7486
Epoch [140/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7579
Epoch [141/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7611
Epoch [142/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7641
Epoch [143/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7716
Epoch [144/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7783
Epoch [145/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7817
Epoch [146/500] 	 Discriminator Loss: 0.0000 	 Generator Loss: 1.7902
Traceback (most recent call last):
  File "/home/ymax29os/GANs/ams_project-2/transformer_GAN/main.py", line 52, in <module>
    generator = train_transformer_model(
  File "/home/ymax29os/GANs/ams_project-2/transformer_GAN/transformer_model.py", line 147, in train_transformer_model
    scaler.scale(loss_disc).backward()
  File "/home/ymax29os/.local/lib/python3.9/site-packages/torch/_tensor.py", line 521, in backward
    torch.autograd.backward(
  File "/home/ymax29os/.local/lib/python3.9/site-packages/torch/autograd/__init__.py", line 289, in backward
    _engine_run_backward(
  File "/home/ymax29os/.local/lib/python3.9/site-packages/torch/autograd/graph.py", line 768, in _engine_run_backward
    return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
KeyboardInterrupt
