0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
-0.07933193,1.2611624,0.0153618865,-0.43584186,-0.20488295,0.73304594,0.06524618,0.88339233,-0.56537133,-1.182693,0.007102728,1.2901533,0.6380793,0.38366425,-0.01898935,1.0630023,-0.2723071,-0.22181052,0.1717477,0.40132922,0.71536696,0.09545149
-0.1839593,1.1989923,0.07109672,-0.5484501,0.123699546,0.27102235,-0.22348453,1.2826663,-0.02740553,-1.4033513,-0.075991064,1.1759899,0.8755145,-0.11532581,-0.47533745,0.605706,0.055695742,-0.36112174,0.14083298,0.40604198,0.5095776,0.3159634
-0.18692893,0.88510734,0.42120528,-0.9681945,0.09100518,0.268486,0.38345182,0.8742712,-0.14421812,-1.138938,0.048938878,1.3745831,0.9949303,0.40561032,0.109044895,0.4694438,-0.3701583,-0.5622609,-0.35655153,0.44995648,0.37561518,0.68270606
-0.36726105,0.76098484,0.34863466,-0.89279354,0.22278395,0.38819298,0.16017461,0.8843368,-0.51369774,-1.0426204,0.0075567886,1.2634156,0.9157196,0.74172604,0.71356094,0.40023804,-0.73458713,-0.12063342,0.31981975,0.41808653,0.44823998,0.5739904
0.020235091,0.9125101,0.01901332,-0.7751367,-0.029417083,0.10437043,-0.12530066,1.1348643,-0.26581,-1.1682308,0.0064291134,1.1897188,0.4372668,0.45734942,0.16790271,0.9517423,-0.08655792,-0.15457982,0.031881765,0.5666314,0.5550904,0.0563097
-0.1888881,1.294163,0.09707086,-0.08075639,-0.4511263,0.8971685,0.27836317,0.64360946,-0.06426643,-0.9065419,0.22893417,0.8854317,0.79060155,0.4034077,-0.6115973,1.2605119,0.14709115,-0.46291572,-0.36245406,0.3186366,0.76678413,-0.14790377
-0.38271803,1.3492371,0.13276291,-0.6179528,-0.32427427,0.6613547,0.9124351,1.0618715,-0.26126283,-1.592021,-0.13693315,1.3212222,0.72794205,0.5362182,-0.42962086,1.0224813,0.30346224,-0.37399665,0.083638445,0.98783356,0.72362936,0.10970178
-0.58983845,1.2962546,-0.030432116,-0.47352794,0.04972708,0.65078604,0.36239338,1.0455966,-0.70770794,-1.4233241,-0.027905948,0.963418,0.5216187,0.2559873,0.13716793,0.8749613,-0.13192232,-0.1551289,0.7772304,0.8436986,0.681124,-0.033118337
-0.06714652,0.8872709,-0.0825346,-0.49199954,0.010802165,0.2615164,0.31599602,1.4071195,-0.1644181,-1.1594944,-0.24583603,1.3046836,0.12759872,-0.2403722,-0.441392,1.0404271,0.4523531,-0.2783142,-0.26533628,0.66980386,0.66231495,-0.035988256
-0.2225289,1.0632668,-0.05586148,-0.6052332,-0.35964644,0.27080423,0.7549258,0.8151751,0.27596074,-1.8305821,0.030282304,1.1519892,1.1147184,-0.15503927,-0.2657892,0.74619603,0.49136877,-0.053308785,-0.02444522,0.5677432,0.4315967,-0.08993064
-0.54179496,1.0046842,0.07888067,-0.91473675,0.0107437,0.51379734,0.45567912,1.1911818,-0.4355155,-1.2100656,-0.23122428,1.4980848,0.6144869,0.627658,-0.3372423,0.90627843,0.089054614,-0.39114177,-0.048988268,0.72965384,0.6959756,0.5347624
-0.29576162,1.1656871,0.09971996,-0.5171765,0.010081753,0.6640236,0.06184274,1.2355964,-0.59551036,-1.3257613,-0.37295848,1.4281609,0.8912171,0.66416067,-0.56709176,0.79958826,0.26621646,-0.78669727,-0.1378365,0.35613412,0.8057791,0.24814303
-0.07356501,1.1046194,0.5970915,-0.33107144,0.12763086,0.6486426,0.18101892,0.9217149,-0.075841606,-1.1498828,0.24397433,1.0735307,0.58880275,0.23248306,-0.053860042,0.9179096,-0.06107211,-0.23508254,0.29183698,0.35857207,0.48917514,-0.01805
-0.67096186,0.9162968,0.13600937,-0.6148423,-0.0936155,0.3658374,0.53597665,0.7217123,-0.099090464,-1.5946715,-0.1472773,1.1502966,1.142297,0.45118588,-0.09797735,0.43361884,0.09823443,-0.1393129,0.27276665,0.2819506,0.53283536,0.1886195
-0.14435372,1.5981246,0.20546207,-0.29516008,-0.27799022,0.5011904,0.011684932,0.8861819,-0.057834726,-1.3105557,-0.07713246,1.1487094,1.1354115,0.4909947,-0.5817354,1.0823472,0.43930078,-0.79655963,-0.5416117,0.6715332,0.7117165,-0.06318938
-0.094422795,1.2070427,-0.07083159,-0.40509307,-0.32229072,0.74592066,0.6520228,1.0631399,0.19908796,-1.7439315,0.06840054,1.234174,0.9835265,-0.23386051,-0.59483004,1.1747661,0.25833112,-0.30450916,0.096620575,0.6814431,0.6953912,-0.14432384
-0.12262556,0.6173256,0.299115,-0.45507702,0.33399436,0.34029585,0.038513973,1.1712124,0.13662414,-0.9041414,0.10458217,1.1869153,0.5053011,0.49260658,0.104278505,0.38590622,-0.31690878,-0.16977735,-0.256064,0.26284313,0.5058488,0.533268
-0.37005562,1.3266732,0.14283761,-0.8848525,-0.5988593,0.41385376,0.47790956,0.6850936,-0.09457978,-1.1894705,-0.237954,1.0403384,1.1169467,0.082491234,-0.094218224,0.9344808,-0.35803986,-0.33908087,-0.0923882,0.41487747,0.44640106,0.16003048
-0.50354224,1.1567672,0.068856254,-0.24335372,-0.40551928,0.69750357,0.47151476,0.6419978,0.23761404,-0.79827994,0.113808155,1.0805709,0.9358142,0.7152278,-0.40649968,0.75514245,0.09854096,-0.6522252,-0.6456893,0.36719227,0.5848793,0.42751563
0.07384288,0.82616836,0.7187189,-0.5595645,-0.063294545,0.44945455,0.2265634,0.8785266,-0.16933903,-0.7446495,0.05497567,1.3760073,0.91034335,0.66967595,0.16661577,0.66781896,-0.46442512,-0.21620482,-0.30884057,0.39212865,0.3471495,0.5652844
-0.29415673,1.0054834,0.30272293,-0.72378826,0.0844266,0.17973146,-0.043298393,1.1737412,-0.2533205,-0.769313,0.02147995,0.8835746,0.853088,0.808048,-0.13956606,0.82996583,-0.14177397,-0.67644715,-0.443169,0.8023261,0.83785695,0.4054727
-0.12229695,1.2127277,0.54178625,-0.83813024,0.023384154,0.35238138,0.39542845,1.3269899,-0.09933394,-1.2637467,-0.046451733,1.1957157,0.70312566,0.42707884,-0.013629958,0.6976706,-0.23769823,-0.32091618,-0.051334605,0.7419161,0.527428,0.21421497
0.013801821,1.0624115,0.3695256,-0.5314007,0.060637444,0.4332903,0.31925485,0.9643645,-0.34579852,-0.9521676,0.3154201,1.2389097,0.3732,0.83479714,-0.11726785,0.7739855,0.13000718,-0.64112425,-0.36521453,0.5138853,0.64423114,0.23325372
-0.18135242,1.2019609,-0.029925201,-0.5570599,-0.046761483,0.347664,0.029158503,1.1019077,-0.28888863,-1.4999552,-0.22752272,1.1966195,0.8906925,-0.0012001693,-0.13209072,0.83203,0.070483536,-0.26517874,0.034049407,0.3444271,0.6638883,-0.26469797
-0.16615571,1.1794518,0.111195676,-0.37946382,-0.092470154,0.503116,0.18967813,1.2775863,0.1794531,-1.2947874,-0.08644983,1.3242339,0.64335984,0.53762794,-0.1601196,0.9131751,0.18516341,-0.34889394,-0.35355896,0.82063437,0.5172988,0.14821084
-0.11961969,0.8746831,0.105969355,-0.63475287,0.11628687,0.55292434,0.1694155,1.3849372,-0.2531831,-0.7035895,0.09836303,1.3182142,0.052522875,0.82908845,-0.32891417,0.8258414,0.010627106,-0.28429896,0.0645041,0.40142357,0.6970928,0.30177194
-0.32692975,0.7438086,0.32734203,-0.68653667,0.48825634,0.40592125,0.14644952,1.3191235,-0.4211365,-1.0549442,-0.39322877,1.4663976,0.74212366,0.3424329,-0.18775441,0.25724983,-0.020687386,-0.64797246,-0.29767996,0.24917702,0.58425283,0.5827905
0.011328623,0.78538746,0.18922672,-0.47954324,-0.2302706,0.6006858,0.30808246,1.1510384,-0.15745588,-1.1525381,-0.058144405,1.1994424,0.63050115,0.040795624,-0.616309,0.96772766,0.270853,-0.11026162,0.03714432,0.2935617,0.53916556,0.14631008
-0.07304183,1.1048979,0.32320124,-0.81650126,-0.23724931,0.76695114,0.5370554,1.0820047,-0.72166115,-1.0036213,-0.22116373,1.2569793,0.55565965,0.07151441,0.1517496,1.1967349,-0.75068927,-0.12288064,0.26339018,0.67728347,0.8640968,0.2825564
-0.4322577,1.1077615,-0.1368978,-0.73185503,0.14986578,0.5842629,0.44921166,0.8073113,-0.31060854,-1.8387208,-0.07448144,1.4614968,1.0521419,-0.079191044,-0.062393937,0.711179,-0.12993023,-0.44115466,0.26076913,0.44310576,0.65368825,0.111331105
-0.1481286,1.1573081,0.09272609,-0.15753023,-0.5721792,0.7569681,0.5920217,0.8092162,0.30391118,-1.4131665,0.07489107,1.2866552,1.3082054,-0.044455215,-0.39622056,1.126373,0.11022663,-0.25758874,-0.10462932,0.7072811,0.46222347,0.19642586
-0.20168418,0.7786091,0.3423621,-0.51674736,-0.16441917,0.5807788,0.5385042,1.0657526,0.23421043,-1.084883,-0.22770073,1.373507,1.1742778,0.15242139,-0.31103724,0.51620764,-0.101857334,-0.17710203,-0.49401885,0.41830957,0.44769824,0.73245096
-0.49728394,1.2436724,0.14501044,-0.49097177,-0.034677073,0.84906065,0.7142692,0.9201116,-0.39244044,-1.3354626,-0.08221085,1.3306552,0.49923694,0.64941627,-0.528181,0.97757006,0.40264192,-0.2127195,0.19891955,0.56731683,0.5485989,-0.07534777
-0.31239563,1.0188369,0.20496838,-0.37084594,-0.32619977,0.7773402,0.41898164,1.1450762,-0.09010954,-1.0715833,-0.39111555,1.2143672,1.0001698,0.51805705,-0.7693846,1.050549,0.184931,-0.33844334,-0.5768794,0.62532055,0.7450137,0.30593878
-0.63532233,1.0804881,-0.24101986,-0.7765124,-0.11169554,0.21554464,0.47579193,0.985097,-0.52468234,-1.1479838,0.0013484731,0.88881665,0.29525205,-0.37106997,-0.30880862,0.47298688,0.20954996,-0.28036088,0.6693047,0.28331327,0.40287185,0.25764668
-0.0694112,0.7720878,-0.20692222,-0.70930004,0.25376558,0.44057328,-0.11303423,1.0804065,-0.26615143,-1.5328505,-0.1528564,1.6258101,0.7779368,0.40735656,-0.11516728,0.62896824,0.079106405,-0.31964076,-0.1213526,0.2543794,0.5545951,0.29017973
-0.37964678,0.8159831,-0.1790055,-0.45375213,-0.07572231,0.27336225,0.23999494,0.86998093,-0.065280415,-1.4160929,0.30351114,0.9696998,1.178107,0.12145025,0.39574134,0.31743413,-0.17343679,-0.17930898,0.08737697,0.60989696,0.2502147,0.29431468
-0.37178278,0.82084936,0.072571926,-0.72739255,-0.17580673,0.66170913,0.40667984,0.78090155,-0.085815154,-1.298517,-0.029386073,1.5353553,0.8408923,1.0246217,0.27603263,0.80302876,-0.069911756,-0.18174273,0.12404175,0.55303425,0.2330296,0.42404372
-0.40210205,1.0745168,-0.2693507,-0.46560195,0.5460311,0.459619,-0.17413908,1.3746798,-0.23265034,-1.415087,-0.3886246,1.390612,0.55730456,-0.05110696,-0.32735312,0.6129874,0.17794965,-0.31777048,0.0026567131,0.32425767,0.729559,0.08931735
-0.46752226,0.958173,-0.34798914,-0.56149995,0.3117438,0.21202841,0.1366931,1.4197861,0.13699046,-1.4790595,-0.1366497,1.169207,0.46958703,0.0047765076,0.26367295,0.33781153,-0.15394837,0.07360895,-0.05271034,0.79486763,0.57639813,0.26445618
-0.45359516,1.2510167,-0.14881831,-0.9023237,-0.023222417,0.3196595,0.3112484,1.1322443,-0.33721864,-1.6404862,-0.30893886,1.2579898,0.95173216,-0.22076438,-0.1352553,0.8465784,-0.105442494,-0.33736396,0.12742133,0.6190013,0.7947239,0.08055979
-0.21602494,0.6961884,0.28590065,-0.7206111,0.1740736,0.19900185,0.26565614,0.8807551,-0.11178368,-1.3357959,0.23013768,1.1983335,1.0305972,0.22222236,0.47348034,0.4333309,-0.44930866,-0.081769824,0.07772823,0.4051891,0.28732753,0.2872978
-0.09537145,0.945444,0.26437956,-0.7221577,0.2885699,0.46026552,0.3261039,1.4882121,-0.2672087,-1.3259175,-0.20194696,1.419093,0.7176889,-0.05616744,0.21675946,0.31571424,-0.5091911,-0.08138335,0.16354813,0.5178529,0.58345824,0.59744334
0.035329863,1.030674,0.24236067,-0.5351591,0.0315715,0.31898528,0.064973146,1.1641287,0.13204136,-1.2182264,-0.2597913,1.1598675,0.6783701,0.44345438,-0.7734621,0.90279967,0.33752072,-0.622079,-0.78908443,0.37402773,0.61598337,0.11507076
-0.34742332,1.301653,-0.38563347,-0.350499,-0.015585937,0.17151594,0.45960552,0.7828744,0.100449964,-2.0806837,0.2050932,1.0806681,1.0238748,-0.10966332,-0.13330969,0.40212774,0.29400936,-0.35883403,-0.06163715,0.6488442,0.61610115,-0.2347704
-0.3924955,1.3883221,0.13878435,-0.44266176,-0.21858856,0.6700331,0.3054075,1.0288876,-0.14150226,-1.0902472,0.0077018216,1.1151506,0.74226856,0.22653934,-0.39578974,1.0466387,-0.047127873,-0.6433851,-0.30412263,0.6575043,0.7462024,0.31647712
0.096017495,0.75274557,0.2584015,-0.96768594,0.009230234,0.43529952,0.19752187,1.1974804,-0.0071800193,-1.1908383,-0.53896534,1.4613888,0.83868575,0.4834326,-0.9292489,1.0947813,0.07089575,-0.56260294,-0.55408627,0.439681,0.5648484,0.2830671
-0.2991656,0.81447226,-0.09239802,-0.5538509,0.053315073,0.4572854,0.34333035,1.2491225,0.07008266,-1.5149481,-0.17356192,1.3069266,0.8506896,0.29572958,-0.26414385,0.5388239,0.14184871,0.039125055,-0.049672887,0.5843213,0.6731811,0.3231219
-0.07284507,0.7198336,0.2823615,-0.5550569,-0.37239105,0.88291824,0.6261341,0.5914547,-0.18862848,-0.88569343,0.18886237,1.4925823,0.9272183,0.69631726,-0.19196056,0.93673575,0.110759795,-0.21938741,-0.23290752,0.17990361,0.2658257,0.36223084
-0.17194137,1.1422557,0.3589688,-0.50067914,-0.21699119,0.9774006,0.6797673,0.99266875,-0.09957136,-0.9103995,0.074319415,1.4200886,0.4539728,0.66671115,-0.3666768,1.2968928,-0.06551142,-0.12759712,-0.18698327,0.79468757,0.66501486,0.28230762
-0.19796461,1.1580361,-0.08191921,-0.50896776,-0.14687774,0.61018026,-0.13992934,1.435905,-0.5746335,-0.5800393,-0.4299019,1.2485402,0.4230346,0.7062097,-0.19338176,0.9991083,-0.32663515,-0.4330179,-0.26398307,0.6102793,1.005233,0.4465739
-0.16711533,0.65520906,-0.44258374,-0.5910224,0.22039618,0.22706437,-0.22048774,1.4562529,-0.01897272,-1.0859253,-0.18383358,1.1448598,0.3532072,-0.03638518,-0.36216968,0.4875027,0.09785518,-0.24066529,-0.17051856,0.061252907,0.65542704,0.14825773
-0.62234145,1.2557288,0.013868645,-0.6476835,-0.27925172,0.1092204,0.3607299,0.71178705,0.15195002,-1.5622833,-0.042228937,1.0880357,1.2398484,0.20933226,-0.48226374,0.65394086,0.33090442,-0.46879172,-0.019978747,0.39731097,0.55571604,0.04180631
-0.20081495,0.9991143,-0.3391726,-0.40049022,-0.1764557,0.40078023,0.11947209,1.1884345,-0.5034934,-1.1334407,-0.37988615,1.2405009,0.4305867,0.008970864,-0.6907216,0.8236457,0.4719621,-0.37115726,0.032988504,0.33879882,0.825486,0.025597066
-0.17130744,1.2247952,0.01162713,-0.56399333,-0.15087834,0.611287,0.39606676,1.0799925,0.01683835,-1.4518659,0.071979396,1.1174349,1.1792152,-0.28100407,-0.09510157,0.6098147,-0.5886238,-0.38911304,-0.28137428,0.54532593,0.6754591,0.503921
-0.522547,0.9585804,0.21272697,-0.7021259,0.03277891,0.39018658,0.83314997,0.9879671,-0.3519657,-1.4455748,0.13627788,1.1052243,0.2870708,-0.36578542,-0.2355919,0.6944391,0.29253733,0.054266095,0.6895097,0.48041314,0.3447907,0.12763114
-0.5469845,0.860609,0.08647456,-0.79886734,0.27623588,0.50453097,0.27112618,1.022382,-0.16074812,-1.4735899,-0.3947292,1.5588878,0.97893053,0.57425874,-0.13846898,0.57796544,0.13213454,-0.40411687,0.050761953,0.3713895,0.50374305,0.26481876
-0.49572277,0.9077523,-0.28921473,-0.6345223,-0.72680366,0.5302503,1.0558544,0.38039556,-0.073191926,-1.491317,-0.40415597,1.4817107,1.0237405,0.33165187,-0.6440044,1.0356145,0.6837116,-0.47112525,-0.47547692,0.363191,0.38114113,0.085082695
-0.24976656,1.1355852,0.38070756,-0.6644783,-0.20054832,0.40354806,0.17776048,0.90675783,-0.3531877,-1.0565577,0.2933327,0.7265093,0.9393108,-0.056573555,-0.115886524,0.90467924,-0.37927362,-0.10845411,0.40419436,0.5978887,0.48580444,0.12665124
-0.4150191,1.2418976,0.29120064,-0.9857123,-0.35197642,0.5330582,0.7888263,0.82744193,-0.32200703,-1.2870038,-0.48778337,1.3372258,1.0713477,0.26011318,-0.7353415,1.0343937,0.03726492,-0.7562984,-0.5119656,0.35159254,0.83141303,0.3062613
-0.002830103,0.7993703,0.14131775,-0.79556787,0.233537,0.20000958,0.26521194,1.1982446,-0.104841724,-1.6435084,-0.053075626,1.4550058,0.84408736,-0.019444585,0.14044817,0.3940885,-0.07149459,-0.005037129,0.04595788,0.52544874,0.33002213,0.4464841
-0.16747488,0.9166904,-0.08602812,-0.5281291,-0.21646911,0.6347049,0.4276922,1.0619464,0.0693893,-1.5767772,-0.041110784,1.5927998,0.9625445,0.77839,-0.20070735,0.7263303,0.091071874,-0.08789417,0.05784209,0.5803471,0.55577636,0.30072242
-0.14953601,1.0952218,0.42475456,-0.83744025,-0.18024409,0.43210596,0.4340369,0.99681985,0.2796177,-1.0787675,-0.07254648,1.2625724,1.1011305,0.39496726,-0.45073187,0.63683337,-0.29644746,-0.4063305,-0.5052,0.53372306,0.51451653,0.56990546
-0.23590897,1.3816204,0.020377366,-0.09975089,-0.008124657,0.66401607,0.16063637,1.5155259,-0.032167435,-1.063812,-0.05445166,0.92633396,0.4310912,0.3003655,-0.60362273,0.89931095,0.19524693,-0.31159323,-0.21620743,0.7969632,1.0448239,0.014319077
-0.5419467,1.1597245,-0.15513828,-0.47550675,-0.014217712,0.10264702,0.23734745,1.2357589,0.084706165,-1.001164,0.020901725,0.7893211,0.47784382,0.07953982,-0.66744345,0.41037142,0.27086467,-0.5244002,-0.20885311,0.43241912,0.7229784,0.3196168
-0.33760595,1.2043908,0.3576696,-0.68610275,-0.19554192,0.33469218,0.5591347,1.1517595,0.07028324,-1.5145545,-0.07009213,1.2801305,1.2709436,0.35496277,-0.047582943,0.44644803,-0.16087301,-0.5248989,-0.1923968,0.7700978,0.52694136,0.6414048
-0.31080705,0.9081383,0.19360432,-0.96206164,-0.17944455,-0.094821595,0.43211102,0.92154914,-0.10199887,-1.4101095,-0.17383803,1.4311868,0.93891424,0.20129836,-0.26439247,0.70254326,0.39592254,-0.53696245,-0.08051936,0.57078886,0.26408038,0.3306772
-0.38941222,0.98473907,-0.09531762,-0.67763495,-0.12319717,0.5347289,0.122567266,0.9127695,0.007865657,-1.171979,0.069150254,1.2376761,1.0011292,0.6309862,-0.020995796,0.7564866,-0.16174373,-0.2256625,-0.16950862,0.34994942,0.6441098,0.26027757
